Number,Name,Country,Region,Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (Meters),Tectonic Setting
257030,Aoba,Vanuatu,Melanesia and Australia,Shield,Eruption Observed,2011 CE,-15.4,167.83,1496,Subduction Zone / Intermediate Crust (15-25 km)
257040,Ambrym,Vanuatu,Melanesia and Australia,Pyroclastic shield,Eruption Observed,2016 CE,-16.25,168.12,1334,Subduction Zone / Intermediate Crust (15-25 km)
257050,Lopevi,Vanuatu,Melanesia and Australia,Stratovolcano,Eruption Observed,2007 CE,-16.507,168.346,1413,Subduction Zone / Intermediate Crust (15-25 km)
257060,Epi,Vanuatu,Melanesia and Australia,Stratovolcano  ,Eruption Observed,2004 CE,-16.68,168.37,833,Subduction Zone / Intermediate Crust (15-25 km)
257070,Kuwae,Vanuatu,Melanesia and Australia,Caldera,Eruption Observed,1974 CE,-16.829,168.536,-2,Subduction Zone / Intermediate Crust (15-25 km)
257080,NE Shepherd Islands,Vanuatu,Melanesia and Australia,Stratovolcano  ,Evidence Uncertain,Unknown,-16.992,168.592,216,Subduction Zone / Intermediate Crust (15-25 km)
257081,North Vate,Vanuatu,Melanesia and Australia,Stratovolcano  ,Evidence Credible,Unknown,-17.47,168.353,594,Subduction Zone / Intermediate Crust (15-25 km)
257090,Traitor's Head,Vanuatu,Melanesia and Australia,Stratovolcano,Eruption Observed,1881 CE,-18.754,169.238,817,Subduction Zone / Intermediate Crust (15-25 km)
257100,Yasur,Vanuatu,Melanesia and Australia,Stratovolcano,Eruption Observed,2016 CE,-19.53,169.442,361,Subduction Zone / Intermediate Crust (15-25 km)
257110,Aneityum,Vanuatu,Melanesia and Australia,Stratovolcano  ,Evidence Uncertain,Unknown,-20.2,169.78,852,Subduction Zone / Intermediate Crust (15-25 km)
258001,Eastern Gemini Seamount,France,Melanesia and Australia,Submarine,Eruption Observed,1996 CE,-20.98,170.28,-80,Rift Zone / Oceanic Crust (< 15 km)
258010,Matthew Island,France,Melanesia and Australia,Stratovolcano,Eruption Observed,1956 CE,-22.33,171.32,177,Subduction Zone / Crust Thickness Unknown
258020,Hunter Island,France,Melanesia and Australia,Stratovolcano,Eruption Observed,1903 CE,-22.4,172.05,297,Subduction Zone / Crust Thickness Unknown
259010,Newer Volcanics Province,Australia,Melanesia and Australia,Shield ,Eruption Dated,2900 BCE,-37.77,142.5,1011,Intraplate / Continental Crust (>25 km)
260001,Narcondum,India,Indonesia,Stratovolcano,Evidence Credible,Unknown,13.43,94.28,710,Subduction Zone / Continental Crust (>25 km)
260010,Barren Island,India,Indonesia,Stratovolcano,Eruption Observed,2016 CE,12.278,93.858,354,Subduction Zone / Continental Crust (>25 km)
261020,Seulawah Agam,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1839 CE,5.448,95.658,1810,Subduction Zone / Continental Crust (>25 km)
261030,Peuet Sague,Indonesia,Indonesia,Complex,Eruption Observed,2000 CE,4.914,96.329,2801,Subduction Zone / Continental Crust (>25 km)
261050,"Telong, Bur ni",Indonesia,Indonesia,Stratovolcano,Eruption Observed,1937 CE,4.769,96.821,2617,Subduction Zone / Continental Crust (>25 km)
261070,Singkut,Indonesia,Indonesia,Caldera ,Eruption Observed,1881 CE,3.248,98.501,2181,Subduction Zone / Continental Crust (>25 km)
261080,Sinabung,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2016 CE,3.17,98.392,2460,Subduction Zone / Continental Crust (>25 km)
261090,Toba,Indonesia,Indonesia,Caldera,Evidence Credible,Unknown,2.58,98.83,2157,Subduction Zone / Continental Crust (>25 km)
261110,Sibualbuali,Indonesia,Indonesia,Stratovolcano,Evidence Uncertain,Unknown,1.556,99.255,1819,Subduction Zone / Continental Crust (>25 km)
261111,Lubukraya,Indonesia,Indonesia,Stratovolcano,Evidence Uncertain,Unknown,1.478,99.209,1862,Subduction Zone / Continental Crust (>25 km)
261120,Sorikmarapi,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1986 CE,0.686,99.539,2145,Subduction Zone / Continental Crust (>25 km)
261121,Malintang,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,0.47,99.67,1983,Subduction Zone / Continental Crust (>25 km)
261130,Talakmau,Indonesia,Indonesia,Complex,Evidence Credible,Unknown,0.079,99.98,2919,Subduction Zone / Continental Crust (>25 km)
261131,Sarik-Gajah,Indonesia,Indonesia,Pyroclastic cone ,Evidence Uncertain,Unknown,0.08,100.2,0,Subduction Zone / Continental Crust (>25 km)
261140,Marapi,Indonesia,Indonesia,Complex,Eruption Observed,2015 CE,-0.381,100.473,2891,Subduction Zone / Continental Crust (>25 km)
261150,Tandikat-Singgalang,Indonesia,Indonesia,Stratovolcano  ,Eruption Observed,1924 CE,-0.39,100.331,2854,Subduction Zone / Continental Crust (>25 km)
261160,Talang,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2007 CE,-0.978,100.679,2597,Subduction Zone / Continental Crust (>25 km)
261170,Kerinci,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2016 CE,-1.697,101.264,3800,Subduction Zone / Continental Crust (>25 km)
261171,Kunyit,Indonesia,Indonesia,Stratovolcano,Unrest / Holocene,Unknown,-2.274,101.483,2151,Subduction Zone / Continental Crust (>25 km)
261172,Hutapanjang,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,-2.33,101.6,2021,Subduction Zone / Continental Crust (>25 km)
261180,Sumbing,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1921 CE,-2.414,101.728,2507,Subduction Zone / Continental Crust (>25 km)
261191,Pendan,Indonesia,Indonesia,Unknown,Evidence Credible,Unknown,-2.82,102.02,0,Subduction Zone / Continental Crust (>25 km)
261200,Belirang-Beriti,Indonesia,Indonesia,Compound,Unrest / Holocene,Unknown,-2.82,102.18,1958,Subduction Zone / Continental Crust (>25 km)
261210,"Daun, Bukit",Indonesia,Indonesia,Stratovolcano  ,Unrest / Holocene,Unknown,-3.38,102.37,2467,Subduction Zone / Continental Crust (>25 km)
261220,Kaba,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2000 CE,-3.52,102.62,1952,Subduction Zone / Continental Crust (>25 km)
261230,Dempo,Indonesia,Indonesia,Stratovolcano  ,Eruption Observed,2009 CE,-4.03,103.13,3173,Subduction Zone / Continental Crust (>25 km)
261231,Patah,Indonesia,Indonesia,Stratovolcano?,Unrest / Holocene,Unknown,-4.27,103.3,2817,Subduction Zone / Continental Crust (>25 km)
261240,"Lumut Balai, Bukit",Indonesia,Indonesia,Stratovolcano?,Unrest / Holocene,Unknown,-4.22,103.62,2055,Subduction Zone / Continental Crust (>25 km)
261250,Besar,Indonesia,Indonesia,Stratovolcano?,Eruption Observed,1940 CE,-4.43,103.67,1899,Subduction Zone / Continental Crust (>25 km)
261251,Ranau,Indonesia,Indonesia,Caldera,Evidence Uncertain,Unknown,-4.83,103.92,1881,Subduction Zone / Continental Crust (>25 km)
261260,Sekincau Belirang,Indonesia,Indonesia,Caldera ,Unrest / Holocene,Unknown,-5.107,104.317,1717,Subduction Zone / Continental Crust (>25 km)
261270,Suoh,Indonesia,Indonesia,Caldera ,Eruption Observed,1933 CE,-5.25,104.27,1000,Subduction Zone / Continental Crust (>25 km)
261280,Hulubelu,Indonesia,Indonesia,Caldera,Unrest / Holocene,Unknown,-5.334,104.59,849,Subduction Zone / Continental Crust (>25 km)
261290,Rajabasa,Indonesia,Indonesia,Stratovolcano,Unrest / Holocene,Unknown,-5.78,105.625,1281,Subduction Zone / Continental Crust (>25 km)
261800,Pulau Weh,Indonesia,Indonesia,Stratovolcano,Unrest / Pleistocene,Unknown,5.82,95.28,617,Subduction Zone / Continental Crust (>25 km)
261809,Geureudong,Indonesia,Indonesia,Stratovolcano,Unrest / Pleistocene,Unknown,4.813,96.82,2885,Subduction Zone / Continental Crust (>25 km)
261810,Kembar,Indonesia,Indonesia,Shield,Unrest / Pleistocene,Unknown,3.85,97.664,2245,Subduction Zone / Continental Crust (>25 km)
262000,Krakatau,Indonesia,Indonesia,Caldera,Eruption Observed,2014 CE,-6.102,105.423,813,Subduction Zone / Continental Crust (>25 km)
263010,Pulosari,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,-6.342,105.975,1346,Subduction Zone / Continental Crust (>25 km)
263020,Karang,Indonesia,Indonesia,Stratovolcano,Evidence Uncertain,Unknown,-6.27,106.042,1778,Subduction Zone / Continental Crust (>25 km)
263040,Perbakti-Gagak,Indonesia,Indonesia,Stratovolcano  ,Eruption Observed,1939 CE,-6.75,106.7,1699,Subduction Zone / Continental Crust (>25 km)
263050,Salak,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1938 CE,-6.72,106.73,2211,Subduction Zone / Continental Crust (>25 km)
263060,Gede-Pangrango,Indonesia,Indonesia,Stratovolcano  ,Eruption Observed,1957 CE,-6.77,106.965,3008,Subduction Zone / Continental Crust (>25 km)
263070,Patuha,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,-7.16,107.4,2434,Subduction Zone / Continental Crust (>25 km)
263080,Wayang-Windu,Indonesia,Indonesia,Lava dome,Unrest / Pleistocene,Unknown,-7.213,107.637,2184,Subduction Zone / Continental Crust (>25 km)
263090,Tangkubanparahu,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2013 CE,-6.77,107.6,2084,Subduction Zone / Continental Crust (>25 km)
263100,Papandayan,Indonesia,Indonesia,Stratovolcano  ,Eruption Observed,2002 CE,-7.32,107.73,2665,Subduction Zone / Continental Crust (>25 km)
263110,Kendang,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,-7.245,107.709,2594,Subduction Zone / Continental Crust (>25 km)
263130,Guntur,Indonesia,Indonesia,Complex,Eruption Observed,1847 CE,-7.143,107.84,2249,Subduction Zone / Continental Crust (>25 km)
263131,Tampomas,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,-6.77,107.95,1684,Subduction Zone / Continental Crust (>25 km)
263140,Galunggung,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1984 CE,-7.25,108.058,2168,Subduction Zone / Continental Crust (>25 km)
263150,Talagabodas,Indonesia,Indonesia,Stratovolcano,Unrest / Holocene,Unknown,-7.208,108.07,2201,Subduction Zone / Continental Crust (>25 km)
263170,Cereme,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1951 CE,-6.892,108.4,3078,Subduction Zone / Continental Crust (>25 km)
263180,Slamet,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2014 CE,-7.242,109.208,3428,Subduction Zone / Continental Crust (>25 km)
263200,Dieng Volcanic Complex,Indonesia,Indonesia,Complex,Eruption Observed,2009 CE,-7.2,109.92,2565,Subduction Zone / Continental Crust (>25 km)
263210,Sundoro,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1971 CE,-7.3,109.992,3136,Subduction Zone / Continental Crust (>25 km)
263220,Sumbing,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1730 CE,-7.384,110.07,3371,Subduction Zone / Continental Crust (>25 km)
263230,Ungaran,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,-7.18,110.33,2050,Subduction Zone / Continental Crust (>25 km)
263231,Telomoyo,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,-7.37,110.4,1894,Subduction Zone / Continental Crust (>25 km)
263240,Merbabu,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1797 CE,-7.45,110.43,3145,Subduction Zone / Continental Crust (>25 km)
263250,Merapi,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2014 CE,-7.542,110.442,2968,Subduction Zone / Continental Crust (>25 km)
263251,Muria,Indonesia,Indonesia,Stratovolcano,Eruption Dated,160 BCE,-6.62,110.88,1625,Subduction Zone / Continental Crust (>25 km)
263260,Lawu,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1885 CE,-7.625,111.192,3265,Subduction Zone / Continental Crust (>25 km)
263270,Wilis,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,-7.808,111.758,2563,Subduction Zone / Continental Crust (>25 km)
263280,Kelut,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2014 CE,-7.93,112.308,1731,Subduction Zone / Continental Crust (>25 km)
263281,Kawi-Butak,Indonesia,Indonesia,Stratovolcano  ,Evidence Credible,Unknown,-7.92,112.45,2651,Subduction Zone / Continental Crust (>25 km)
263290,Arjuno-Welirang,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1952 CE,-7.725,112.58,3339,Subduction Zone / Continental Crust (>25 km)
263291,Penanggungan,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,-7.62,112.63,1653,Subduction Zone / Continental Crust (>25 km)
263292,Malang Plain,Indonesia,Indonesia,Maar ,Evidence Credible,Unknown,-8.02,112.68,680,Subduction Zone / Continental Crust (>25 km)
263300,Semeru,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2016 CE,-8.108,112.92,3676,Subduction Zone / Continental Crust (>25 km)
263310,Tengger Caldera,Indonesia,Indonesia,Stratovolcano  ,Eruption Observed,2016 CE,-7.942,112.95,2329,Subduction Zone / Continental Crust (>25 km)
263320,Lamongan,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1898 CE,-7.979,113.342,1651,Subduction Zone / Continental Crust (>25 km)
263321,Lurus,Indonesia,Indonesia,Complex,Evidence Uncertain,Unknown,-7.73,113.58,539,Subduction Zone / Continental Crust (>25 km)
263330,Iyang-Argapura,Indonesia,Indonesia,Complex,Evidence Credible,Unknown,-7.97,113.57,3088,Subduction Zone / Continental Crust (>25 km)
263340,Raung,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2015 CE,-8.119,114.056,3260,Subduction Zone / Continental Crust (>25 km)
263350,Ijen,Indonesia,Indonesia,Stratovolcano  ,Eruption Observed,1999 CE,-8.058,114.242,2769,Subduction Zone / Continental Crust (>25 km)
263351,Baluran,Indonesia,Indonesia,Stratovolcano,Evidence Uncertain,Unknown,-7.85,114.37,1247,Subduction Zone / Continental Crust (>25 km)
263805,"Kamojang, Kawah",Indonesia,Indonesia,Stratovolcano  ,Unrest / Pleistocene,Unknown,-7.125,107.8,1730,Subduction Zone / Continental Crust (>25 km)
264001,Buyan-Bratan,Indonesia,Indonesia,Caldera,Evidence Credible,Unknown,-8.283,115.133,2244,Subduction Zone / Continental Crust (>25 km)
264010,Batur,Indonesia,Indonesia,Caldera,Eruption Observed,2000 CE,-8.242,115.375,1717,Subduction Zone / Continental Crust (>25 km)
264020,Agung,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1964 CE,-8.342,115.508,3142,Subduction Zone / Continental Crust (>25 km)
264030,Rinjani,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2016 CE,-8.42,116.47,3726,Subduction Zone / Continental Crust (>25 km)
264040,Tambora,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1967 CE,-8.25,118,2850,Subduction Zone / Continental Crust (>25 km)
264050,Sangeang Api,Indonesia,Indonesia,Complex,Eruption Observed,2015 CE,-8.2,119.07,1949,Subduction Zone / Continental Crust (>25 km)
264060,"Sano, Wai",Indonesia,Indonesia,Caldera,Evidence Credible,Unknown,-8.72,120.02,903,Subduction Zone / Continental Crust (>25 km)
264070,Poco Leok,Indonesia,Indonesia,Stratovolcano,Unrest / Holocene,Unknown,-8.68,120.48,1675,Subduction Zone / Crust Thickness Unknown
264071,Ranakah,Indonesia,Indonesia,Lava dome ,Eruption Observed,1991 CE,-8.62,120.52,2350,Subduction Zone / Continental Crust (>25 km)
264080,Inierie,Indonesia,Indonesia,Stratovolcano,Eruption Dated,8050 BCE,-8.875,120.95,2245,Subduction Zone / Crust Thickness Unknown
264090,Inielika,Indonesia,Indonesia,Complex,Eruption Observed,2001 CE,-8.73,120.98,1559,Subduction Zone / Crust Thickness Unknown
264100,Ebulobo,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1969 CE,-8.82,121.18,2124,Subduction Zone / Crust Thickness Unknown
264110,Iya,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1969 CE,-8.897,121.645,637,Subduction Zone / Crust Thickness Unknown
264120,Sukaria Caldera,Indonesia,Indonesia,Caldera,Unrest / Holocene,Unknown,-8.792,121.77,1500,Subduction Zone / Crust Thickness Unknown
264140,Kelimutu,Indonesia,Indonesia,Complex,Eruption Observed,1968 CE,-8.77,121.82,1639,Subduction Zone / Crust Thickness Unknown
264150,Paluweh,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2014 CE,-8.32,121.708,875,Subduction Zone / Crust Thickness Unknown
264160,Egon,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2008 CE,-8.676,122.455,1661,Subduction Zone / Crust Thickness Unknown
264170,Ilimuda,Indonesia,Indonesia,Stratovolcano,Unrest / Holocene,Unknown,-8.479,122.761,881,Subduction Zone / Crust Thickness Unknown
264180,Lewotobi,Indonesia,Indonesia,Stratovolcano  ,Eruption Observed,2003 CE,-8.542,122.775,1703,Subduction Zone / Crust Thickness Unknown
264200,Leroboleng,Indonesia,Indonesia,Complex,Eruption Observed,2003 CE,-8.365,122.833,1095,Subduction Zone / Crust Thickness Unknown
264220,Iliboleng,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1993 CE,-8.342,123.258,1659,Subduction Zone / Crust Thickness Unknown
264230,Lewotolo,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2012 CE,-8.272,123.505,1423,Subduction Zone / Crust Thickness Unknown
264240,Ililabalekan,Indonesia,Indonesia,Stratovolcano,Unrest / Holocene,Unknown,-8.55,123.38,1018,Subduction Zone / Crust Thickness Unknown
264250,Iliwerung,Indonesia,Indonesia,Complex,Eruption Observed,2013 CE,-8.53,123.57,1018,Subduction Zone / Crust Thickness Unknown
264260,"Tara, Batu",Indonesia,Indonesia,Stratovolcano,Eruption Observed,2015 CE,-7.791,123.585,633,Subduction Zone / Oceanic Crust (< 15 km)
264270,Sirung,Indonesia,Indonesia,Complex,Eruption Observed,2015 CE,-8.508,124.13,862,Subduction Zone / Crust Thickness Unknown
264800,Ilikedeka,Indonesia,Indonesia,Stratovolcano,Unrest / Pleistocene,Unknown,-8.301,122.907,823,Subduction Zone / Crust Thickness Unknown
265030,Gunungapi Wetar,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1699 CE,-6.642,126.65,282,Subduction Zone / Oceanic Crust (< 15 km)
265040,Wurlali,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1892 CE,-7.125,128.675,868,Subduction Zone / Oceanic Crust (< 15 km)
265050,Teon,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1904 CE,-6.976,129.144,728,Subduction Zone / Oceanic Crust (< 15 km)
265060,Nila,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1968 CE,-6.73,129.5,781,Subduction Zone / Oceanic Crust (< 15 km)
265070,Serua,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1921 CE,-6.312,130.017,608,Subduction Zone / Oceanic Crust (< 15 km)
265080,Manuk,Indonesia,Indonesia,Stratovolcano,Unrest / Holocene,Unknown,-5.543,130.303,257,Subduction Zone / Oceanic Crust (< 15 km)
265090,Banda Api,Indonesia,Indonesia,Caldera,Eruption Observed,1988 CE,-4.523,129.881,596,Subduction Zone / Oceanic Crust (< 15 km)
266010,Colo,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1983 CE,-0.162,121.601,404,Subduction Zone / Continental Crust (>25 km)
266020,Ambang,Indonesia,Indonesia,Complex,Eruption Observed,2005 CE,0.75,124.42,1795,Subduction Zone / Continental Crust (>25 km)
266030,Soputan,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2016 CE,1.112,124.737,1785,Subduction Zone / Continental Crust (>25 km)
266040,Riendengan-Sempu,Indonesia,Indonesia,Caldera,Unrest / Holocene,Unknown,1.13,124.758,1549,Subduction Zone / Continental Crust (>25 km)
266070,Tondano Caldera,Indonesia,Indonesia,Caldera,Unrest / Holocene,Unknown,1.23,124.83,1202,Subduction Zone / Continental Crust (>25 km)
266100,Lokon-Empung,Indonesia,Indonesia,Stratovolcano  ,Eruption Observed,2015 CE,1.358,124.792,1580,Subduction Zone / Continental Crust (>25 km)
266110,Mahawu,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1977 CE,1.352,124.865,1299,Subduction Zone / Continental Crust (>25 km)
266120,Klabat,Indonesia,Indonesia,Stratovolcano,Unrest / Holocene,Unknown,1.454,125.031,1968,Subduction Zone / Continental Crust (>25 km)
266130,Tangkoko-Duasudara,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1880 CE,1.518,125.185,1334,Subduction Zone / Continental Crust (>25 km)
267010,Ruang,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2002 CE,2.3,125.37,725,Subduction Zone / Oceanic Crust (< 15 km)
267020,Karangetang,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2016 CE,2.78,125.4,1784,Subduction Zone / Oceanic Crust (< 15 km)
267030,Banua Wuhu,Indonesia,Indonesia,Submarine,Eruption Observed,1919 CE,3.138,125.491,-5,Subduction Zone / Oceanic Crust (< 15 km)
267040,Awu,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2004 CE,3.67,125.5,1320,Subduction Zone / Oceanic Crust (< 15 km)
268001,Tarakan,Indonesia,Indonesia,Pyroclastic cone ,Evidence Credible,Unknown,1.83,127.83,318,Subduction Zone / Oceanic Crust (< 15 km)
268010,Dukono,Indonesia,Indonesia,Complex,Eruption Observed,2016 CE,1.693,127.894,1229,Subduction Zone / Oceanic Crust (< 15 km)
268020,Tobaru,Indonesia,Indonesia,Unknown,Evidence Credible,Unknown,1.63,127.67,1035,Subduction Zone / Oceanic Crust (< 15 km)
268030,Ibu,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2016 CE,1.488,127.63,1325,Subduction Zone / Oceanic Crust (< 15 km)
268040,Gamkonora,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2007 CE,1.38,127.53,1635,Subduction Zone / Oceanic Crust (< 15 km)
268050,Todoko-Ranu,Indonesia,Indonesia,Caldera ,Evidence Credible,Unknown,1.25,127.47,979,Subduction Zone / Oceanic Crust (< 15 km)
268051,Jailolo,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,1.08,127.439,993,Subduction Zone / Oceanic Crust (< 15 km)
268052,Hiri,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,0.9,127.32,630,Subduction Zone / Oceanic Crust (< 15 km)
268060,Gamalama,Indonesia,Indonesia,Stratovolcano  ,Eruption Observed,2016 CE,0.8,127.33,1715,Subduction Zone / Oceanic Crust (< 15 km)
268061,Tidore,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,0.658,127.4,1730,Subduction Zone / Oceanic Crust (< 15 km)
268062,Mare,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,0.57,127.4,308,Subduction Zone / Oceanic Crust (< 15 km)
268063,Moti,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,0.45,127.4,950,Subduction Zone / Oceanic Crust (< 15 km)
268070,Makian,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1988 CE,0.32,127.4,1357,Subduction Zone / Oceanic Crust (< 15 km)
268071,Tigalalu,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,0.07,127.42,422,Subduction Zone / Oceanic Crust (< 15 km)
268072,Amasing,Indonesia,Indonesia,Stratovolcano  ,Evidence Credible,Unknown,-0.53,127.48,1030,Subduction Zone / Oceanic Crust (< 15 km)
268073,Bibinoi,Indonesia,Indonesia,Stratovolcano  ,Evidence Credible,Unknown,-0.77,127.72,900,Subduction Zone / Oceanic Crust (< 15 km)
269010,Bombalai,Malaysia,Indonesia,Pyroclastic cone,Evidence Uncertain,Unknown,4.4,117.88,531,Subduction Zone / Continental Crust (>25 km)
270010,Jolo,Philippines,Philippines and SE Asia,Pyroclastic cone ,Eruption Observed,1897 CE,6.013,121.057,811,Subduction Zone / Crust Thickness Unknown
271010,Balut,Philippines,Philippines and SE Asia,Stratovolcano,Unrest / Holocene,Unknown,5.4,125.375,862,Subduction Zone / Continental Crust (>25 km)
271011,Parker,Philippines,Philippines and SE Asia,Stratovolcano,Eruption Observed,1641 CE,6.113,124.892,1824,Subduction Zone / Continental Crust (>25 km)
271020,Matutum,Philippines,Philippines and SE Asia,Stratovolcano,Eruption Dated,1290 CE,6.37,125.07,2286,Subduction Zone / Continental Crust (>25 km)
271030,Apo,Philippines,Philippines and SE Asia,Stratovolcano,Unrest / Holocene,Unknown,6.989,125.269,2938,Subduction Zone / Continental Crust (>25 km)
271031,Leonard Range,Philippines,Philippines and SE Asia,Stratovolcano,Eruption Dated,120 CE,7.382,126.047,1080,Subduction Zone / Continental Crust (>25 km)
271040,Makaturing,Philippines,Philippines and SE Asia,Stratovolcano,Eruption Observed,1882 CE,7.647,124.32,1940,Subduction Zone / Continental Crust (>25 km)
271050,Latukan,Philippines,Philippines and SE Asia,Stratovolcano,Evidence Uncertain,Unknown,7.65,124.45,2338,Subduction Zone / Continental Crust (>25 km)
271060,Ragang,Philippines,Philippines and SE Asia,Stratovolcano,Eruption Observed,1873 CE,7.7,124.5,2815,Subduction Zone / Continental Crust (>25 km)
271061,Kalatungan,Philippines,Philippines and SE Asia,Stratovolcano,Evidence Uncertain,Unknown,7.95,124.8,2824,Subduction Zone / Continental Crust (>25 km)
271070,Musuan,Philippines,Philippines and SE Asia,Lava dome,Eruption Observed,1886 CE,7.877,125.068,646,Subduction Zone / Continental Crust (>25 km)
271071,Malindang,Philippines,Philippines and SE Asia,Stratovolcano,Evidence Credible,Unknown,8.22,123.63,2404,Subduction Zone / Continental Crust (>25 km)
271072,Balatukan,Philippines,Philippines and SE Asia,Compound,Unrest / Pleistocene,Unknown,8.77,124.98,2450,Subduction Zone / Continental Crust (>25 km)
271080,Camiguin,Philippines,Philippines and SE Asia,Stratovolcano  ,Eruption Observed,1953 CE,9.203,124.673,1552,Subduction Zone / Continental Crust (>25 km)
271090,Paco-Maniayao,Philippines,Philippines and SE Asia,Stratovolcano,Unrest / Pleistocene,Unknown,9.593,125.52,664,Subduction Zone / Continental Crust (>25 km)
272010,Cuernos de Negros,Philippines,Philippines and SE Asia,Complex,Unrest / Holocene,Unknown,9.25,123.17,1862,Subduction Zone / Continental Crust (>25 km)
272020,Kanlaon,Philippines,Philippines and SE Asia,Stratovolcano,Eruption Observed,2016 CE,10.412,123.132,2435,Subduction Zone / Continental Crust (>25 km)
272030,Mandalagan,Philippines,Philippines and SE Asia,Complex,Unrest / Holocene,Unknown,10.65,123.25,1885,Subduction Zone / Continental Crust (>25 km)
272040,Silay,Philippines,Philippines and SE Asia,Stratovolcano,Unrest / Holocene,Unknown,10.77,123.23,1510,Subduction Zone / Continental Crust (>25 km)
272050,Cabalían,Philippines,Philippines and SE Asia,Stratovolcano,Eruption Dated,1820 CE,10.285,125.218,912,Subduction Zone / Continental Crust (>25 km)
272070,Mahagnao,Philippines,Philippines and SE Asia,Stratovolcano,Unrest / Holocene,Unknown,10.882,124.888,860,Subduction Zone / Continental Crust (>25 km)
272080,Biliran,Philippines,Philippines and SE Asia,Compound,Eruption Observed,1939 CE,11.523,124.535,1301,Subduction Zone / Continental Crust (>25 km)
273010,Bulusan,Philippines,Philippines and SE Asia,Stratovolcano  ,Eruption Observed,2016 CE,12.77,124.05,1565,Subduction Zone / Continental Crust (>25 km)
273020,Pocdol Mountains,Philippines,Philippines and SE Asia,Compound,Unrest / Holocene,Unknown,13.05,123.958,1102,Subduction Zone / Continental Crust (>25 km)
273030,Mayon,Philippines,Philippines and SE Asia,Stratovolcano,Eruption Observed,2014 CE,13.257,123.685,2462,Subduction Zone / Continental Crust (>25 km)
