Number,Name,Country,Region,Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (Meters),Tectonic Setting
358030,Huequi,Chile,South America,Lava dome ,Eruption Observed,1920 CE,-42.377,-72.578,1318,Subduction Zone / Continental Crust (>25 km)
358040,Michinmahuida,Chile,South America,Stratovolcano,Eruption Observed,1835 CE,-42.799,-72.445,2452,Subduction Zone / Continental Crust (>25 km)
358041,Chaiten,Chile,South America,Caldera,Eruption Observed,2011 CE,-42.833,-72.646,1122,Subduction Zone / Continental Crust (>25 km)
358049,Yanteles,Chile,South America,Stratovolcano  ,Eruption Dated,6650 BCE,-43.497,-72.81,2049,Subduction Zone / Continental Crust (>25 km)
358050,Corcovado,Chile,South America,Stratovolcano,Eruption Dated,4920 BCE,-43.189,-72.794,1826,Subduction Zone / Continental Crust (>25 km)
358051,Palena Volcanic Group,Chile,South America,Pyroclastic cone ,Evidence Credible,Unknown,-43.78,-72.47,2991,Subduction Zone / Continental Crust (>25 km)
358052,Melimoyu,Chile,South America,Stratovolcano,Eruption Dated,200 CE,-44.08,-72.88,2400,Subduction Zone / Continental Crust (>25 km)
358053,Puyuhuapi,Chile,South America,Pyroclastic cone ,Evidence Credible,Unknown,-44.3,-72.53,524,Subduction Zone / Continental Crust (>25 km)
358054,Mentolat,Chile,South America,Stratovolcano,Eruption Observed,1710 CE,-44.7,-73.08,1660,Subduction Zone / Continental Crust (>25 km)
358055,Cay,Chile,South America,Stratovolcano,Evidence Uncertain,Unknown,-45.059,-72.984,2090,Subduction Zone / Continental Crust (>25 km)
358056,Maca,Chile,South America,Stratovolcano,Eruption Dated,1560 CE,-45.1,-73.17,2960,Subduction Zone / Continental Crust (>25 km)
358057,"Hudson, Cerro",Chile,South America,Stratovolcano,Eruption Observed,2011 CE,-45.9,-72.97,1905,Subduction Zone / Continental Crust (>25 km)
358058,Río Murta,Chile,South America,Pyroclastic cone ,Evidence Uncertain,Unknown,-46.17,-72.67,0,Subduction Zone / Continental Crust (>25 km)
358059,Arenales,Chile,South America,Stratovolcano,Eruption Observed,1979 CE,-47.2,-73.48,3437,Subduction Zone / Continental Crust (>25 km)
358060,Lautaro,Chile,South America,Stratovolcano,Eruption Observed,1979 CE,-49.02,-73.55,3607,Subduction Zone / Continental Crust (>25 km)
358061,Viedma,Argentina,South America,Subglacial,Eruption Observed,1988 CE,-49.358,-73.28,1500,Subduction Zone / Continental Crust (>25 km)
358062,Aguilera,Chile,South America,Stratovolcano,Eruption Dated,1250 BCE,-50.33,-73.75,2546,Subduction Zone / Continental Crust (>25 km)
358063,Reclus,Chile,South America,Pyroclastic cone,Eruption Observed,1908 CE,-50.964,-73.585,1000,Subduction Zone / Continental Crust (>25 km)
358064,Meullin,Chile,South America,Volcanic field,Evidence Credible,Unknown,-45.22,-73.05,0,Subduction Zone / Continental Crust (>25 km)
358070,"Burney, Monte",Chile,South America,Stratovolcano,Eruption Observed,1910 CE,-52.33,-73.4,1758,Subduction Zone / Continental Crust (>25 km)
358080,Pali-Aike Volcanic Field,Chile-Argentina,South America,Pyroclastic cone ,Eruption Dated,5550 BCE,-52.082,-69.698,282,Subduction Zone / Continental Crust (>25 km)
358090,Fueguino,Chile,South America,Lava dome ,Eruption Observed,1820 CE,-54.95,-70.25,150,Subduction Zone / Continental Crust (>25 km)
360010,Saba,Netherlands,West Indies,Stratovolcano,Eruption Observed,1640 CE,17.63,-63.23,887,Subduction Zone / Oceanic Crust (< 15 km)
360020,"Quill, The",Netherlands,West Indies,Stratovolcano,Eruption Dated,250 CE,17.478,-62.96,601,Subduction Zone / Oceanic Crust (< 15 km)
360030,Liamuiga,Saint Kitts and Nevis,West Indies,Stratovolcano,Eruption Dated,160 CE,17.37,-62.8,1156,Subduction Zone / Oceanic Crust (< 15 km)
360040,Nevis Peak,Saint Kitts and Nevis,West Indies,Stratovolcano,Evidence Uncertain,Unknown,17.15,-62.58,985,Subduction Zone / Oceanic Crust (< 15 km)
360050,Soufrière Hills,United Kingdom,West Indies,Stratovolcano,Eruption Observed,2013 CE,16.72,-62.18,915,Subduction Zone / Oceanic Crust (< 15 km)
360060,Soufriere Guadeloupe,France,West Indies,Stratovolcano,Eruption Observed,1977 CE,16.044,-61.664,1467,Subduction Zone / Oceanic Crust (< 15 km)
360080,"Diables, Morne aux",Dominica,West Indies,Lava dome ,Evidence Credible,Unknown,15.612,-61.43,861,Subduction Zone / Oceanic Crust (< 15 km)
360090,"Diablotins, Morne",Dominica,West Indies,Stratovolcano,Evidence Uncertain,Unknown,15.503,-61.397,1430,Subduction Zone / Oceanic Crust (< 15 km)
360100,"Trois Pitons, Morne",Dominica,West Indies,Complex,Eruption Dated,920 CE,15.37,-61.33,1387,Subduction Zone / Oceanic Crust (< 15 km)
360101,"Watt, Morne",Dominica,West Indies,Stratovolcano  ,Eruption Observed,1997 CE,15.307,-61.305,1224,Subduction Zone / Oceanic Crust (< 15 km)
360110,"Plat Pays, Morne",Dominica,West Indies,Stratovolcano,Eruption Dated,1270 CE,15.255,-61.341,940,Subduction Zone / Oceanic Crust (< 15 km)
360120,Pelee,France,West Indies,Stratovolcano,Eruption Observed,1932 CE,14.809,-61.165,1394,Subduction Zone / Oceanic Crust (< 15 km)
360140,Qualibou,Saint Lucia,West Indies,Caldera,Eruption Observed,1766 CE,13.83,-61.05,777,Subduction Zone / Oceanic Crust (< 15 km)
360150,Soufrière St. Vincent,Saint Vincent and the Grenadines,West Indies,Stratovolcano,Eruption Observed,1979 CE,13.33,-61.18,1220,Subduction Zone / Oceanic Crust (< 15 km)
360160,Kick 'em Jenny,Grenada,West Indies,Submarine,Eruption Observed,2015 CE,12.3,-61.64,-185,Subduction Zone / Oceanic Crust (< 15 km)
360170,St. Catherine,Grenada,West Indies,Stratovolcano,Evidence Credible,Unknown,12.15,-61.67,840,Subduction Zone / Oceanic Crust (< 15 km)
360811,Bouillante Chain,France,West Indies,Maar ,Unrest / Pleistocene,Unknown,16.12,-61.75,420,Subduction Zone / Oceanic Crust (< 15 km)
370010,Snaefellsjokull,Iceland,Iceland and Arctic Ocean,Stratovolcano,Eruption Dated,200 CE,64.8,-23.783,1446,Rift Zone / Oceanic Crust (< 15 km)
370020,Helgrindur,Iceland,Iceland and Arctic Ocean,Pyroclastic cone ,Evidence Credible,Unknown,64.866,-23.283,986,Rift Zone / Oceanic Crust (< 15 km)
370030,Ljosufjoll,Iceland,Iceland and Arctic Ocean,Fissure vent ,Eruption Dated,960 CE,64.9,-22.483,1063,Rift Zone / Oceanic Crust (< 15 km)
371020,Reykjanes,Iceland,Iceland and Arctic Ocean,Crater rows,Eruption Observed,1926 CE,63.85,-22.566,140,Rift Zone / Oceanic Crust (< 15 km)
371030,Krysuvik,Iceland,Iceland and Arctic Ocean,Crater rows,Eruption Observed,1340 CE,63.883,-22.083,360,Rift Zone / Oceanic Crust (< 15 km)
371040,Brennisteinsfjoll,Iceland,Iceland and Arctic Ocean,Crater rows,Eruption Observed,1341 CE,63.933,-21.783,610,Rift Zone / Oceanic Crust (< 15 km)
371050,Hengill,Iceland,Iceland and Arctic Ocean,Crater rows,Eruption Dated,150 CE,64.083,-21.416,803,Rift Zone / Oceanic Crust (< 15 km)
371051,Hrómundartindur,Iceland,Iceland and Arctic Ocean,Stratovolcano,Evidence Uncertain,Unknown,64.083,-21.333,550,Rift Zone / Oceanic Crust (< 15 km)
371060,Grimsnes,Iceland,Iceland and Arctic Ocean,Crater rows,Eruption Dated,3500 BCE,64.05,-20.883,200,Rift Zone / Oceanic Crust (< 15 km)
371070,Prestahnukur,Iceland,Iceland and Arctic Ocean,Subglacial,Eruption Dated,3350 BCE,64.583,-20.666,1385,Rift Zone / Oceanic Crust (< 15 km)
371080,Langjokull,Iceland,Iceland and Arctic Ocean,Subglacial,Eruption Dated,950 CE,64.85,-19.7,1100,Rift Zone / Oceanic Crust (< 15 km)
371090,Hofsjokull,Iceland,Iceland and Arctic Ocean,Subglacial,Evidence Credible,Unknown,64.833,-18.766,1765,Rift Zone / Oceanic Crust (< 15 km)
371801,Grensdalur,Iceland,Iceland and Arctic Ocean,Stratovolcano,Unrest / Pleistocene,Unknown,64.02,-21.17,497,Rift Zone / Oceanic Crust (< 15 km)
371803,Geysir,Iceland,Iceland and Arctic Ocean,Stratovolcano,Unrest / Pleistocene,Unknown,64.32,-20.3,700,Rift Zone / Oceanic Crust (< 15 km)
372010,Vestmannaeyjar,Iceland,Iceland and Arctic Ocean,Submarine,Eruption Observed,1973 CE,63.416,-20.266,283,Rift Zone / Oceanic Crust (< 15 km)
372020,Eyjafjallajokull,Iceland,Iceland and Arctic Ocean,Stratovolcano,Eruption Observed,2010 CE,63.633,-19.633,1651,Rift Zone / Oceanic Crust (< 15 km)
372030,Katla,Iceland,Iceland and Arctic Ocean,Subglacial,Eruption Observed,1918 CE,63.633,-19.083,1490,Rift Zone / Oceanic Crust (< 15 km)
372040,Tindfjallajokull,Iceland,Iceland and Arctic Ocean,Stratovolcano,Evidence Uncertain,Unknown,63.783,-19.716,1464,Rift Zone / Oceanic Crust (< 15 km)
372050,Torfajokull,Iceland,Iceland and Arctic Ocean,Stratovolcano,Eruption Observed,1477 CE,63.8,-19.133,1280,Rift Zone / Oceanic Crust (< 15 km)
372070,Hekla,Iceland,Iceland and Arctic Ocean,Stratovolcano,Eruption Observed,2000 CE,63.983,-19.666,1490,Rift Zone / Oceanic Crust (< 15 km)
373010,Grimsvotn,Iceland,Iceland and Arctic Ocean,Caldera,Eruption Observed,2011 CE,64.416,-17.316,1719,Rift Zone / Oceanic Crust (< 15 km)
373030,Bardarbunga,Iceland,Iceland and Arctic Ocean,Stratovolcano,Eruption Observed,2015 CE,64.633,-17.516,2000,Rift Zone / Oceanic Crust (< 15 km)
373040,Tungnafellsjokull,Iceland,Iceland and Arctic Ocean,Stratovolcano,Evidence Credible,Unknown,64.75,-17.916,1523,Rift Zone / Oceanic Crust (< 15 km)
373050,Kverkfjoll,Iceland,Iceland and Arctic Ocean,Stratovolcano,Eruption Observed,1968 CE,64.653,-16.647,1930,Rift Zone / Oceanic Crust (< 15 km)
373060,Askja,Iceland,Iceland and Arctic Ocean,Stratovolcano,Eruption Observed,1961 CE,65.033,-16.783,1080,Rift Zone / Oceanic Crust (< 15 km)
373070,Fremrinamar,Iceland,Iceland and Arctic Ocean,Stratovolcano,Eruption Dated,1200 BCE,65.416,-16.666,970,Rift Zone / Oceanic Crust (< 15 km)
373080,Krafla,Iceland,Iceland and Arctic Ocean,Caldera,Eruption Observed,1984 CE,65.75,-16.25,800,Rift Zone / Oceanic Crust (< 15 km)
373090,Theistareykir,Iceland,Iceland and Arctic Ocean,Shield,Eruption Dated,900 BCE,65.833,-17.166,540,Rift Zone / Oceanic Crust (< 15 km)
373100,Tjornes Fracture Zone,Iceland,Iceland and Arctic Ocean,Submarine,Eruption Observed,1868 CE,66.3,-17.1,0,Rift Zone / Oceanic Crust (< 15 km)
374010,Oraefajokull,Iceland,Iceland and Arctic Ocean,Stratovolcano,Eruption Observed,1728 CE,64.05,-16.633,2010,Rift Zone / Oceanic Crust (< 15 km)
374020,Esjufjoll,Iceland,Iceland and Arctic Ocean,Stratovolcano,Unrest / Holocene,Unknown,64.25,-16.583,1620,Rift Zone / Oceanic Crust (< 15 km)
375010,Kolbeinsey Ridge,Iceland,Iceland and Arctic Ocean,Submarine,Eruption Observed,1755 CE,66.67,-18.5,5,Rift Zone / Oceanic Crust (< 15 km)
376010,Jan Mayen,Norway,Iceland and Arctic Ocean,Stratovolcano,Eruption Observed,1985 CE,71.087,-8.146,2085,Rift Zone / Oceanic Crust (< 15 km)
377020,East Gakkel Ridge at 85°E,Undersea Features,Iceland and Arctic Ocean,Submarine,Evidence Credible,1999 CE,85.608,85.25,-3800,Rift Zone / Oceanic Crust (< 15 km)
381040,Pico Fracture Zone,Undersea Features,Atlantic Ocean,Submarine,Eruption Observed,1865 CE,38.75,-38.08,-4200,Intraplate / Oceanic Crust (< 15 km)
382001,Flores,Portugal,Atlantic Ocean,Stratovolcano  ,Eruption Dated,950 BCE,39.462,-31.216,914,Intraplate / Continental Crust (>25 km)
382002,Corvo,Portugal,Atlantic Ocean,Stratovolcano,Evidence Credible,Unknown,39.699,-31.111,718,Intraplate / Oceanic Crust (< 15 km)
382010,Fayal,Portugal,Atlantic Ocean,Stratovolcano,Eruption Observed,1958 CE,38.6,-28.73,1043,Rift Zone / Oceanic Crust (< 15 km)
382020,Pico,Portugal,Atlantic Ocean,Stratovolcano,Eruption Observed,1720 CE,38.47,-28.4,2351,Rift Zone / Oceanic Crust (< 15 km)
382030,San Jorge,Portugal,Atlantic Ocean,Fissure vent,Eruption Observed,1907 CE,38.65,-28.08,1053,Rift Zone / Oceanic Crust (< 15 km)
382040,Graciosa,Portugal,Atlantic Ocean,Stratovolcano,Eruption Dated,1950 BCE,39.02,-27.97,402,Rift Zone / Oceanic Crust (< 15 km)
382050,Terceira,Portugal,Atlantic Ocean,Stratovolcano  ,Eruption Observed,2000 CE,38.73,-27.32,1023,Rift Zone / Oceanic Crust (< 15 km)
382070,Don Joao de Castro Bank,Portugal,Atlantic Ocean,Submarine,Eruption Observed,1720 CE,38.23,-26.63,-13,Rift Zone / Oceanic Crust (< 15 km)
382080,Sete Cidades,Portugal,Atlantic Ocean,Stratovolcano,Eruption Observed,1880 CE,37.87,-25.78,856,Rift Zone / Oceanic Crust (< 15 km)
382081,Picos Volcanic System,Portugal,Atlantic Ocean,Pyroclastic cone ,Eruption Observed,1652 CE,37.78,-25.67,350,Rift Zone / Oceanic Crust (< 15 km)
382090,Agua de Pau,Portugal,Atlantic Ocean,Stratovolcano,Eruption Observed,1564 CE,37.77,-25.47,947,Rift Zone / Oceanic Crust (< 15 km)
382100,Furnas,Portugal,Atlantic Ocean,Stratovolcano,Eruption Observed,1630 CE,37.77,-25.32,805,Rift Zone / Oceanic Crust (< 15 km)
382110,Monaco Bank,Portugal,Atlantic Ocean,Submarine,Eruption Observed,1911 CE,37.6,-25.88,-197,Rift Zone / Oceanic Crust (< 15 km)
382120,Madeira,Portugal,Atlantic Ocean,Shield,Eruption Dated,4500 BCE,32.73,-16.97,1862,Intraplate / Oceanic Crust (< 15 km)
383010,La Palma,Spain,Atlantic Ocean,Stratovolcano  ,Eruption Observed,1971 CE,28.57,-17.83,2426,Intraplate / Oceanic Crust (< 15 km)
383020,Hierro,Spain,Atlantic Ocean,Shield,Eruption Observed,2012 CE,27.73,-18.03,1500,Intraplate / Oceanic Crust (< 15 km)
383030,Tenerife,Spain,Atlantic Ocean,Stratovolcano,Eruption Observed,1909 CE,28.271,-16.641,3715,Intraplate / Oceanic Crust (< 15 km)
383040,Gran Canaria,Spain,Atlantic Ocean,Fissure vent ,Eruption Dated,40 CE,28,-15.58,1950,Intraplate / Intermediate Crust (15-25 km)
383050,Fuerteventura,Spain,Atlantic Ocean,Fissure vent ,Evidence Credible,Unknown,28.358,-14.02,529,Intraplate / Intermediate Crust (15-25 km)
383060,Lanzarote,Spain,Atlantic Ocean,Fissure vent ,Eruption Observed,1824 CE,29.03,-13.63,670,Intraplate / Intermediate Crust (15-25 km)
384010,Fogo,Cape Verde,Atlantic Ocean,Stratovolcano,Eruption Observed,2015 CE,14.95,-24.35,2829,Intraplate / Intermediate Crust (15-25 km)
384020,Brava,Cape Verde,Atlantic Ocean,Stratovolcano,Evidence Credible,Unknown,14.85,-24.72,900,Intraplate / Intermediate Crust (15-25 km)
385030,Romanche Fracture Zone,Undersea Features,Atlantic Ocean,Submarine,Evidence Uncertain,Unknown,-0.433,-19.596,-1528,Rift Zone / Oceanic Crust (< 15 km)
385050,Ascension,United Kingdom,Atlantic Ocean,Stratovolcano,Evidence Credible,Unknown,-7.95,-14.37,858,Rift Zone / Oceanic Crust (< 15 km)
385051,Trindade,Brazil,Atlantic Ocean,Stratovolcano,Evidence Credible,Unknown,-20.514,-29.331,600,Intraplate / Oceanic Crust (< 15 km)
385052,Unnamed,Undersea Features,Atlantic Ocean,Submarine,Eruption Observed,2002 CE,-32.958,-5.22,0,Intraplate / Oceanic Crust (< 15 km)
386010,Tristan da Cunha,United Kingdom,Atlantic Ocean,Shield,Eruption Observed,1962 CE,-37.092,-12.28,2060,Rift Zone / Oceanic Crust (< 15 km)
386011,Nightingale Island,United Kingdom,Atlantic Ocean,Stratovolcano,Eruption Observed,2004 CE,-37.42,-12.48,365,Rift Zone / Oceanic Crust (< 15 km)
386020,Bouvet,Norway,Atlantic Ocean,Shield,Eruption Dated,50 BCE,-54.408,3.351,741,Rift Zone / Oceanic Crust (< 15 km)
390010,Buckle Island,Antarctica,Antarctica,Stratovolcano,Eruption Observed,1899 CE,-66.78,163.25,1239,Rift Zone / Oceanic Crust (< 15 km)
390011,Young Island,Antarctica,Antarctica,Stratovolcano,Evidence Uncertain,Unknown,-66.42,162.47,1340,Rift Zone / Oceanic Crust (< 15 km)
390012,Sturge Island,Antarctica,Antarctica,Stratovolcano,Evidence Uncertain,Unknown,-67.4,164.83,1167,Rift Zone / Oceanic Crust (< 15 km)
390013,"Pleiades, The",Antarctica,Antarctica,Stratovolcano,Eruption Dated,1050 BCE,-72.67,165.5,3040,Intraplate / Continental Crust (>25 km)
390015,Melbourne,Antarctica,Antarctica,Stratovolcano,Eruption Dated,1892 CE,-74.35,164.7,2732,Intraplate / Continental Crust (>25 km)
390016,Unnamed,Antarctica,Antarctica,Submarine,Evidence Uncertain,Unknown,-76.83,163,-500,Intraplate / Continental Crust (>25 km)
390017,Morning,Antarctica,Antarctica,Shield,Evidence Uncertain,Unknown,-78.5,163.53,2723,Intraplate / Continental Crust (>25 km)
390020,Erebus,Antarctica,Antarctica,Stratovolcano,Eruption Observed,2016 CE,-77.53,167.17,3794,Intraplate / Continental Crust (>25 km)
390021,Royal Society Range,Antarctica,Antarctica,Pyroclastic cone ,Evidence Uncertain,Unknown,-78.25,163.33,3000,Intraplate / Continental Crust (>25 km)
390022,Berlin,Antarctica,Antarctica,Shield ,Eruption Dated,8350 BCE,-76.05,-136,3478,Intraplate / Continental Crust (>25 km)
390023,Andrus,Antarctica,Antarctica,Shield ,Evidence Uncertain,Unknown,-75.8,-132.33,2978,Intraplate / Continental Crust (>25 km)
390024,Waesche,Antarctica,Antarctica,Shield ,Evidence Uncertain,Unknown,-77.17,-126.88,3292,Intraplate / Continental Crust (>25 km)
390025,Siple,Antarctica,Antarctica,Shield,Evidence Uncertain,Unknown,-73.43,-126.67,3110,Intraplate / Continental Crust (>25 km)
390026,Toney Mountain,Antarctica,Antarctica,Shield,Evidence Uncertain,Unknown,-75.8,-115.83,3595,Intraplate / Continental Crust (>25 km)
390027,Takahe,Antarctica,Antarctica,Shield,Eruption Dated,5550 BCE,-76.28,-112.08,3460,Intraplate / Continental Crust (>25 km)
390028,Hudson Mountains,Antarctica,Antarctica,Stratovolcano  ,Eruption Dated,210 BCE,-74.33,-99.42,749,Intraplate / Continental Crust (>25 km)
390029,Peter I Island,Antarctica,Antarctica,Shield,Evidence Credible,Unknown,-68.85,-90.58,1640,Intraplate / Oceanic Crust (< 15 km)
390030,Deception Island,Antarctica,Antarctica,Caldera,Eruption Observed,1970 CE,-63.001,-60.652,602,Intraplate / Continental Crust (>25 km)
390031,Penguin Island,Antarctica,Antarctica,Stratovolcano,Eruption Observed,1905 CE,-62.1,-57.93,180,Intraplate / Continental Crust (>25 km)
390040,Bridgeman Island,Antarctica,Antarctica,Stratovolcano,Evidence Uncertain,Unknown,-62.061,-56.717,240,Intraplate / Continental Crust (>25 km)
390041,Paulet,Antarctica,Antarctica,Pyroclastic cone,Evidence Credible,Unknown,-63.579,-55.78,353,Intraplate / Continental Crust (>25 km)
390050,Seal Nunataks Group,Antarctica,Antarctica,Pyroclastic cone ,Evidence Credible,Unknown,-65.03,-60.05,368,Intraplate / Continental Crust (>25 km)
390070,Southern Thule,United Kingdom,Antarctica,Stratovolcano  ,Eruption Observed,1975 CE,-59.442,-27.225,1075,Subduction Zone / Oceanic Crust (< 15 km)
390080,Bristol Island,United Kingdom,Antarctica,Stratovolcano,Eruption Observed,2016 CE,-59.017,-26.533,1100,Subduction Zone / Oceanic Crust (< 15 km)
