Global Volcanism Program - Volcanoes of the World 4.6.7,,,,,,,,,,
Volcano Number,Volcano Name,Eruption Number,Eruption Category,VEI,Start Year,Start Month,Evidence Method (dating),End Year,Latitude,Longitude
311110,Kanaga,19719,Discredited Eruption,unknown,1933,0,,,51.923,-177.168
251050,Long Island,14956,Confirmed Eruption,unknown,1933,0,Historical Observations,,-5.358,147.12
257050,Lopevi,15214,Confirmed Eruption,unknown,1933,0,Historical Observations,,-16.507,168.346
341110,San Martin,10597,Uncertain Eruption,unknown,1932,12,,,18.57,-95.2
357110,Llaima,12052,Confirmed Eruption,3,1932,12,Historical Observations,1933,-38.692,-71.729
243010,Unnamed,14725,Confirmed Eruption,0,1932,12,Historical Observations,,-21.338,-175.65
272020,Kanlaon,16731,Confirmed Eruption,2,1932,12,Historical Observations,1933,10.412,123.132
262000,Krakatau,15592,Confirmed Eruption,3,1932,11,Historical Observations,1934,-6.102,105.423
268060,Gamalama,16663,Confirmed Eruption,2,1932,11,Historical Observations,1932,0.8,127.33
263250,Merapi,15903,Confirmed Eruption,1,1932,11,Historical Observations,,-7.54,110.446
233020,"Fournaise, Piton de la",14330,Confirmed Eruption,unknown,1932,11,Historical Observations,1932,-21.244,55.708
351080,Galeras,11365,Confirmed Eruption,2,1932,10,Historical Observations,,1.22,-77.37
283120,Kusatsu-Shiranesan,17832,Confirmed Eruption,3,1932,10,Historical Observations,1932,36.618,138.528
284140,Farallon de Pajaros,18485,Confirmed Eruption,2,1932,9,Historical Observations,1932,20.546,144.893
282050,Kuchinoerabujima,16970,Uncertain Eruption,1,1932,7,,1932,30.443,130.217
283230,Akita-Komagatake,18052,Confirmed Eruption,2,1932,7,Historical Observations,1932,39.761,140.799
263180,Slamet,15747,Confirmed Eruption,2,1932,7,Historical Observations,1932,-7.242,109.208
357050,Descabezado Grande,11948,Confirmed Eruption,3,1932,6,Historical Observations,1933,-35.58,-70.75
211040,Stromboli,13431,Confirmed Eruption,2,1932,6,Historical Observations,1932,38.789,15.213
282110,Asosan,17304,Confirmed Eruption,2,1932,6,Historical Observations,1933,32.884,131.104
300130,Karymsky,19167,Confirmed Eruption,2,1932,6,Historical Observations,,54.049,159.443
264180,Lewotobi,16291,Confirmed Eruption,3,1932,5,Historical Observations,1933,-8.542,122.775
265060,Nila,16380,Confirmed Eruption,2,1932,3,Historical Observations,,-6.73,129.5
357110,Llaima,12051,Confirmed Eruption,2,1932,3,Historical Observations,1932,-38.692,-71.729
283070,Yakedake,17520,Confirmed Eruption,2,1932,2,Historical Observations,1932,36.227,137.587
311360,Shishaldin,20078,Confirmed Eruption,2,1932,2,Historical Observations,1932,54.756,-163.97
300260,Klyuchevskoy,19435,Confirmed Eruption,2,1932,1,Historical Observations,1932,56.056,160.642
342090,Fuego,10716,Confirmed Eruption,4,1932,1,Historical Observations,1932,14.473,-90.88
311240,Cleveland,19804,Confirmed Eruption,unknown,1932,1,Historical Observations,,52.825,-169.944
300070,Gorely,19021,Uncertain Eruption,unknown,1932,0,,,52.559,158.03
290320,Nemo Peak,18839,Uncertain Eruption,unknown,1932,0,,,49.57,154.808
290240,Sarychev Peak,18811,Uncertain Eruption,unknown,1932,0,,,48.092,153.2
290050,Etorofu-Atosanupuri [Atosanupuri],18748,Confirmed Eruption,2,1932,0,Historical Observations,,44.808,147.131
261140,Marapi,15455,Confirmed Eruption,2,1932,0,Historical Observations,,-0.38,100.474
251020,Manam,14914,Confirmed Eruption,2,1932,0,Historical Observations,1934,-4.08,145.037
358020,Calbuco,12260,Confirmed Eruption,unknown,1932,0,Historical Observations,,-41.33,-72.618
353060,"Azul, Cerro",11718,Confirmed Eruption,1,1932,0,Historical Observations,,-0.92,-91.408
345040,Poas,11161,Confirmed Eruption,1,1932,0,Historical Observations,1934,10.2,-84.233
332010,Kilauea,10086,Confirmed Eruption,0,1931,12,Historical Observations,1932,19.421,-155.287
311300,Bogoslof,19861,Confirmed Eruption,1,1931,10,Historical Observations,,53.93,-168.03
282110,Asosan,17303,Uncertain Eruption,1,1931,10,,,32.884,131.104
285040,Shikotsu,17612,Confirmed Eruption,1,1931,10,Historical Observations,1931,42.688,141.38
262000,Krakatau,15591,Confirmed Eruption,2,1931,9,Historical Observations,1932,-6.102,105.423
290300,Kharimkotan,17620,Confirmed Eruption,1,1931,9,Historical Observations,,49.12,154.508
300260,Klyuchevskoy,14028,Confirmed Eruption,2,1931,8,Historical Observations,1931,56.056,160.642
211060,Etna,13516,Confirmed Eruption,2,1931,7,Historical Observations,1933,37.748,14.999
285050,Tokachidake,18650,Confirmed Eruption,1,1931,5,Historical Observations,1931,43.418,142.686
312170,Katmai,20242,Discredited Eruption,unknown,1931,5,,1931,58.28,-154.963
312090,Aniakchak,20192,Confirmed Eruption,4,1931,5,Historical Observations,1931,56.88,-158.17
311320,Akutan,20016,Confirmed Eruption,2,1931,5,Historical Observations,1931,54.134,-165.986
300070,Gorely,19020,Confirmed Eruption,2,1931,5,Historical Observations,1931,52.559,158.03
282050,Kuchinoerabujima,16969,Confirmed Eruption,3,1931,4,Historical Observations,1931,30.443,130.217
283110,Asamayama,17786,Confirmed Eruption,3,1931,3,Historical Observations,1932,36.406,138.523
343030,Izalco,10816,Confirmed Eruption,2,1931,3,Historical Observations,,13.813,-89.633
283070,Yakedake,17519,Confirmed Eruption,2,1931,3,Historical Observations,1931,36.227,137.587
300260,Klyuchevskoy,19203,Confirmed Eruption,4,1931,3,Historical Observations,1931,56.056,160.642
311290,Okmok,19841,Confirmed Eruption,2,1931,3,Historical Observations,1931,53.43,-168.13
300240,Tolbachik,19300,Confirmed Eruption,2,1931,3,Historical Observations,1932,55.832,160.326
343100,San Miguel,10853,Confirmed Eruption,2,1931,3,Historical Observations,1931,13.434,-88.269
241080,Tongariro,14579,Confirmed Eruption,2,1931,2,Historical Observations,1931,-39.157,175.632
233020,"Fournaise, Piton de la",14329,Confirmed Eruption,2,1931,1,Historical Observations,1931,-21.244,55.708
250020,Baluan,14859,Uncertain Eruption,0,1931,0,,,-2.57,147.28
352050,Cotopaxi,11593,Confirmed Eruption,2,1931,0,Historical Observations,,-0.677,-78.436
357020,San Jose,11919,Discredited Eruption,unknown,1931,0,,,-33.789,-69.895
267040,Awu,16566,Confirmed Eruption,2,1930,12,Historical Observations,1931,3.689,125.447
263250,Merapi,15902,Confirmed Eruption,3,1930,11,Historical Observations,1931,-7.54,110.446
332010,Kilauea,10085,Confirmed Eruption,0,1930,11,Historical Observations,1930,19.421,-155.287
211060,Etna,13515,Confirmed Eruption,1,1930,11,Historical Observations,,37.748,14.999
267020,Karangetang,16510,Confirmed Eruption,2,1930,11,Historical Observations,,2.781,125.407
345060,Irazu,11224,Confirmed Eruption,2,1930,10,Historical Observations,,9.979,-83.852
282110,Asosan,17302,Confirmed Eruption,2,1930,9,Historical Observations,1930,32.884,131.104
300070,Gorely,19019,Confirmed Eruption,3,1930,9,Historical Observations,1931,52.559,158.03
266100,Lokon-Empung,13750,Confirmed Eruption,2,1930,8,Historical Observations,,1.358,124.792
357110,Llaima,12050,Confirmed Eruption,2,1930,7,Historical Observations,1930,-38.692,-71.729
315020,Wrangell,20417,Uncertain Eruption,unknown,1930,6,,,62.006,-144.017
312070,Veniaminof,20162,Confirmed Eruption,2,1930,6,Historical Observations,,56.17,-159.38
263310,Tengger Caldera,16054,Confirmed Eruption,2,1930,5,Historical Observations,1930,-7.942,112.95
233020,"Fournaise, Piton de la",14328,Confirmed Eruption,0,1930,5,Historical Observations,1930,-21.244,55.708
283110,Asamayama,17785,Confirmed Eruption,2,1930,4,Historical Observations,1930,36.406,138.523
351080,Galeras,11364,Uncertain Eruption,unknown,1930,4,,,1.22,-77.37
261140,Marapi,15454,Confirmed Eruption,2,1930,4,Historical Observations,1930,-0.38,100.474
263180,Slamet,15746,Confirmed Eruption,2,1930,4,Historical Observations,1930,-7.242,109.208
343030,Izalco,10815,Confirmed Eruption,0,1930,4,Historical Observations,,13.813,-89.633
241040,White Island,14474,Confirmed Eruption,2,1930,3,Historical Observations,,-37.52,177.18
283070,Yakedake,17518,Confirmed Eruption,2,1930,3,Historical Observations,1930,36.227,137.587
283010,Izu-Tobu,17378,Uncertain Eruption,unknown,1930,3,,,34.9,139.098
290240,Sarychev Peak,18810,Confirmed Eruption,3,1930,2,Historical Observations,1930,48.092,153.2
267020,Karangetang,16509,Confirmed Eruption,2,1930,2,Historical Observations,1930,2.781,125.407
300270,Sheveluch,19577,Confirmed Eruption,1,1930,2,Historical Observations,,56.653,161.36
343100,San Miguel,10710,Confirmed Eruption,2,1930,1,Historical Observations,,13.434,-88.269
355010,Tacora,11815,Uncertain Eruption,unknown,1930,0,,,-17.72,-69.77
357160,Puntiagudo-Cordon Cenizos,12218,Uncertain Eruption,unknown,1930,0,,,-40.969,-72.264
390110,Hodson,13227,Uncertain Eruption,unknown,1930,0,,,-56.712,-27.176
334120,Southern EPR-Segment K,10355,Confirmed Eruption,0,1930,0,Magnetism,,-17.436,-113.206
284120,Ioto,18405,Confirmed Eruption,1,1930,0,Historical Observations,,24.751,141.289
284110,Kita-Ioto,18379,Confirmed Eruption,2,1930,0,Historical Observations,1945,25.424,141.284
357120,Villarrica,12150,Confirmed Eruption,1,1929,12,Historical Observations,,-39.42,-71.93
233020,"Fournaise, Piton de la",14327,Confirmed Eruption,2,1929,12,Historical Observations,1929,-21.244,55.708
311260,Kagamil,19821,Confirmed Eruption,unknown,1929,12,Historical Observations,,52.974,-169.72
312110,Chiginagak,20197,Uncertain Eruption,unknown,1929,12,,,57.135,-156.99
312170,Katmai,20241,Discredited Eruption,unknown,1929,12,,,58.28,-154.963
357110,Llaima,12049,Confirmed Eruption,2,1929,12,Historical Observations,,-38.692,-71.729
283110,Asamayama,17784,Confirmed Eruption,2,1929,9,Historical Observations,1929,36.406,138.523
360120,Pelee,12431,Confirmed Eruption,3,1929,9,Historical Observations,1932,14.809,-61.165
300070,Gorely,19018,Confirmed Eruption,3,1929,9,Historical Observations,1930,52.559,158.03
283260,Akita-Yakeyama,18083,Confirmed Eruption,2,1929,9,Historical Observations,,39.964,140.757
312150,Mageik,20220,Uncertain Eruption,2,1929,8,,1929,58.195,-155.253
263310,Tengger Caldera,16053,Confirmed Eruption,2,1929,8,Historical Observations,1929,-7.942,112.95
211060,Etna,13514,Confirmed Eruption,1,1929,8,Historical Observations,,37.748,14.999
343100,San Miguel,10852,Confirmed Eruption,2,1929,8,Historical Observations,,13.434,-88.269
344120,Concepcion,11055,Confirmed Eruption,2,1929,8,Historical Observations,1929,11.538,-85.622
243110,Niuafo'ou,14792,Confirmed Eruption,2,1929,7,Historical Observations,1929,-15.6,-175.63
332010,Kilauea,10084,Confirmed Eruption,0,1929,7,Historical Observations,1929,19.421,-155.287
257040,Ambrym,15256,Confirmed Eruption,2,1929,6,Historical Observations,1929,-16.25,168.12
261140,Marapi,15453,Confirmed Eruption,2,1929,6,Historical Observations,1929,-0.38,100.474
285020,Hokkaido-Komagatake,18575,Confirmed Eruption,4,1929,6,Historical Observations,1929,42.063,140.677
263180,Slamet,15745,Confirmed Eruption,2,1929,6,Historical Observations,1929,-7.242,109.208
300260,Klyuchevskoy,19202,Confirmed Eruption,2,1929,6,Historical Observations,1929,56.056,160.642
311360,Shishaldin,20077,Confirmed Eruption,2,1929,5,Historical Observations,1929,54.756,-163.97
263090,Tangkubanparahu,15675,Confirmed Eruption,0,1929,5,Historical Observations,1929,-6.77,107.6
311320,Akutan,20015,Confirmed Eruption,2,1929,5,Historical Observations,,54.134,-165.986
263340,Raung,13684,Confirmed Eruption,2,1929,4,Historical Observations,,-8.119,114.056
283070,Yakedake,17517,Confirmed Eruption,2,1929,4,Historical Observations,1929,36.227,137.587
311070,Gareloi,19682,Confirmed Eruption,3,1929,4,Historical Observations,1930,51.79,-178.794
311240,Cleveland,19803,Uncertain Eruption,unknown,1929,3,,,52.825,-169.944
312030,Pavlof,20130,Confirmed Eruption,2,1929,3,Historical Observations,1931,55.417,-161.894
332010,Kilauea,10083,Confirmed Eruption,0,1929,2,Historical Observations,1929,19.421,-155.287
344070,"Negro, Cerro",10950,Confirmed Eruption,2,1929,2,Historical Observations,1929,12.506,-86.702
300060,Mutnovsky,18969,Confirmed Eruption,2,1929,2,Historical Observations,,52.449,158.196
283110,Asamayama,17783,Confirmed Eruption,2,1929,1,Historical Observations,1929,36.406,138.523
357150,Puyehue-Cordon Caulle,12213,Confirmed Eruption,2,1929,1,Historical Observations,,-40.59,-72.117
358020,Calbuco,12259,Confirmed Eruption,3,1929,1,Historical Observations,1929,-41.33,-72.618
344040,Telica,10912,Confirmed Eruption,1,1929,1,Historical Observations,1929,12.606,-86.84
373050,Kverkfjoll,12663,Confirmed Eruption,1,1929,1,Historical Observations,1929,64.653,-16.647
345040,Poas,11160,Confirmed Eruption,1,1929,0,Historical Observations,,10.2,-84.233
352010,Reventador,11437,Confirmed Eruption,3,1929,0,Historical Observations,,-0.077,-77.656
357080,Antuco,19912,Discredited Eruption,unknown,1929,0,,,-37.406,-71.349
300130,Karymsky,19166,Confirmed Eruption,2,1929,0,Historical Observations,,54.049,159.443
300120,Zhupanovsky,19134,Confirmed Eruption,2,1929,0,Historical Observations,,53.589,159.15
284170,Pagan,18513,Uncertain Eruption,unknown,1929,0,,1930,18.13,145.8
311210,Yunaska,19795,Uncertain Eruption,unknown,1929,0,,,52.643,-170.629
263040,Perbakti-Gagak,15637,Confirmed Eruption,1,1929,0,Historical Observations,,-6.75,106.7
221122,Manda-Inakir,13945,Confirmed Eruption,2,1928,12,Historical Observations,,12.38,42.2
263310,Tengger Caldera,16052,Confirmed Eruption,2,1928,12,Historical Observations,,-7.942,112.95
284140,Farallon de Pajaros,18484,Confirmed Eruption,2,1928,12,Historical Observations,,20.546,144.893
285050,Tokachidake,18649,Confirmed Eruption,1,1928,12,Historical Observations,1928,43.418,142.686
357070,"Chillan, Nevados de",11984,Confirmed Eruption,2,1928,11,Historical Observations,1929,-36.868,-71.378
211060,Etna,13513,Confirmed Eruption,1,1928,11,Historical Observations,1928,37.748,14.999
263340,Raung,16130,Confirmed Eruption,2,1928,11,Historical Observations,,-8.119,114.056
282110,Asosan,17301,Confirmed Eruption,2,1928,9,Historical Observations,1929,32.884,131.104
285040,Shikotsu,17611,Confirmed Eruption,1,1928,9,Historical Observations,1929,42.688,141.38
241040,White Island,14473,Confirmed Eruption,1,1928,9,Historical Observations,1928,-37.52,177.18
284010,Izu-Oshima,18214,Confirmed Eruption,2,1928,8,Historical Observations,1928,34.724,139.394
264150,Paluweh,16266,Confirmed Eruption,3,1928,8,Historical Observations,1928,-8.32,121.708
311360,Shishaldin,20076,Confirmed Eruption,2,1928,8,Historical Observations,,54.756,-163.97
211060,Etna,13512,Confirmed Eruption,1,1928,7,Historical Observations,1928,37.748,14.999
241080,Tongariro,14578,Confirmed Eruption,2,1928,7,Historical Observations,,-39.157,175.632
341001,Pinacate,10365,Uncertain Eruption,unknown,1928,6,,,31.772,-113.498
273010,Bulusan,16762,Confirmed Eruption,2,1928,6,Historical Observations,,12.769,124.056
263200,Dieng Volcanic Complex,15777,Confirmed Eruption,2,1928,5,Historical Observations,,-7.2,109.879
285020,Hokkaido-Komagatake,18574,Confirmed Eruption,1,1928,3,Historical Observations,,42.063,140.677
263180,Slamet,15744,Confirmed Eruption,2,1928,3,Historical Observations,1928,-7.242,109.208
263310,Tengger Caldera,16051,Confirmed Eruption,2,1928,3,Historical Observations,1928,-7.942,112.95
241080,Tongariro,14577,Confirmed Eruption,2,1928,3,Historical Observations,,-39.157,175.632
290240,Sarychev Peak,18809,Confirmed Eruption,2,1928,2,Historical Observations,,48.092,153.2
345060,Irazu,11223,Confirmed Eruption,2,1928,2,Historical Observations,1928,9.979,-83.852
300270,Sheveluch,19576,Confirmed Eruption,1,1928,1,Historical Observations,1929,56.653,161.36
300060,Mutnovsky,18968,Confirmed Eruption,2,1928,1,Historical Observations,1928,52.449,158.196
344120,Concepcion,11054,Confirmed Eruption,2,1928,1,Historical Observations,,11.538,-85.622
212040,Santorini,13889,Confirmed Eruption,2,1928,1,Historical Observations,1928,36.404,25.396
332010,Kilauea,10082,Discredited Eruption,unknown,1928,1,,1928,19.421,-155.287
285040,Shikotsu,17610,Confirmed Eruption,2,1928,1,Historical Observations,1928,42.688,141.38
285050,Tokachidake,18648,Confirmed Eruption,1,1928,1,Historical Observations,1928,43.418,142.686
273030,Mayon,16797,Confirmed Eruption,3,1928,1,Historical Observations,1928,13.257,123.685
275070,Veteran,16898,Uncertain Eruption,0,1928,0,,,9.83,109.05
264250,Iliwerung,16339,Confirmed Eruption,2,1928,0,Historical Observations,,-8.53,123.57
221160,Ayelu,13948,Uncertain Eruption,2,1928,0,,,10.082,40.702
221170,Adwa,13950,Uncertain Eruption,2,1928,0,,,10.07,40.84
233010,Karthala,14197,Confirmed Eruption,1,1928,0,Historical Observations,,-11.75,43.38
333060,Macdonald,10312,Uncertain Eruption,0,1928,0,,,-28.98,-140.25
344040,Telica,10911,Confirmed Eruption,2,1928,0,Historical Observations,,12.606,-86.84
353070,Pinta,11721,Confirmed Eruption,unknown,1928,0,Historical Observations,,0.58,-90.75
283120,Kusatsu-Shiranesan,17831,Confirmed Eruption,2,1927,12,Historical Observations,1927,36.618,138.528
262000,Krakatau,15590,Confirmed Eruption,2,1927,12,Historical Observations,1930,-6.102,105.423
283070,Yakedake,17516,Confirmed Eruption,2,1927,12,Historical Observations,1927,36.227,137.587
353010,Fernandina,11661,Confirmed Eruption,0,1927,12,Historical Observations,,-0.37,-91.55
300230,Kizimen,19263,Confirmed Eruption,2,1927,12,Historical Observations,1928,55.131,160.32
357110,Llaima,12048,Confirmed Eruption,2,1927,10,Historical Observations,1927,-38.692,-71.729
243050,Fonuafo'ou,14740,Confirmed Eruption,2,1927,10,Historical Observations,1928,-20.32,-175.42
374020,Esjufjoll,12960,Uncertain Eruption,1,1927,9,,,64.25,-16.583
312150,Mageik,20219,Uncertain Eruption,2,1927,8,,,58.195,-155.253
263340,Raung,16129,Confirmed Eruption,2,1927,8,Historical Observations,1928,-8.119,114.056
344040,Telica,10910,Confirmed Eruption,2,1927,8,Historical Observations,1927,12.606,-86.84
332010,Kilauea,10081,Confirmed Eruption,0,1927,7,Historical Observations,1927,19.421,-155.287
252120,Ulawun,15043,Confirmed Eruption,2,1927,7,Historical Observations,1927,-5.05,151.33
357070,"Chillan, Nevados de",11983,Confirmed Eruption,2,1927,4,Historical Observations,,-36.868,-71.378
285070,Akan,18687,Uncertain Eruption,1,1927,4,,1927,43.384,144.013
